Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Index
FPO.l,FIRST PROPERTY ORD GBP0.01,13.9,GBX,1.0909090909090900,35942,0.2794357174233320,20328428,GBP,,-0.0359,GBP,-168.77394636015300,0,Finance,,FTSE AIM All-Share
COM.l,COMPTOIR GROUP PLC ORD GBP0.01,4.25,GBX,0,130000,10.06223102882440,5213333,GBP,,-0.0208,GBP,-167.31391585760500,0,Consumer services,,FTSE AIM All-Share
EOG.l,EUROPA OIL & GAS(HLDGS) ORD GBP0.01,0.86,GBX,-4.444444444444450,480788,0.9159203038005160,8632657,GBP,,-0.0006,GBP,-160,0,Process industries,,FTSE AIM All-Share
PDL.l,PETRA DIAMONDS ORD GBP0.0005 (DI),28.4,GBX,-2.739726027397260,57441,0.08513643602613620,56706920,GBP,,-0.3781,GBP,-157.7163791787510,0,Non-energy minerals,Buy,FTSE All-Share
HEAD.l,HEADLAM GROUP PLC ORD GBP0.05,137.5,GBX,0.36496350364963500,3423,0.022000114403165800,109744869,GBP,,-0.1521,GBP,-155.43002915451900,7.29927,Distribution services,Buy,FTSE All-Share
BRSC.l,BLACKROCK SMALLER COMPANIES TST PLC ORD GBP0.25,1485.44,GBX,-0.4396782841823020,17201,0.217790141010918,702729000,GBP,,-0.6759,GBP,-153.1117397454030,2.81501,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
SCLP.l,SCANCELL HLDGS PLC ORD GBP0.001,15,GBX,3.4482758620689700,37456,0.046908528119693900,134791993,GBP,,-0.0068,GBP,-151.85185185185200,0,Health technology,Strong buy,FTSE AIM All-Share
RCN.l,REDCENTRIC PLC ORD GBP0.001,128.5,GBX,-0.9633911368015410,11582,0.42054581632801300,205509462,GBP,,-0.022,GBP,-150.5747126436780,2.77457,Technology services,,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
TRI.l,TRIFAST ORD GBP0.05,79.8,GBX,2.307692307692300,13640,0.24220986312656700,105179573,GBP,,-0.033,GBP,-150.30487804878000,2.69231,Producer manufacturing,Buy,FTSE All-Share
MOTR.l,MOTORPOINT GROUP PLC ORD GBP0.01,146.5,GBX,3.169014084507040,534,0.03652505796813980,120702575,GBP,,-0.095,GBP,-150.29115934356800,0,Retail trade,Strong buy,FTSE All-Share
KWS.l,KEYWORDS STUDIOS PLC ORD GBP0.01,2432,GBX,-0.08216926869350860,220031,0.10666256752304200,1958965187,GBP,,-0.2475,GBP,-149.67884383781600,0.107231,Commercial services,Buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
JARA.l,JPMORGAN GLOBAL CORE REAL ASSETS ORD NPV,74.18,GBX,-1.0933333333333200,34441,0.08399674363543160,154365000,GBP,,-0.0544,GBP,-149.1862567811940,5.6,Miscellaneous,,FTSE All-Share
PCA.l,PALACE CAPITAL PLC ORD GBP0.1,223.12,GBX,-0.3928571428571410,104,0.002866806515369120,64706357,GBP,,-0.2488,GBP,-146.93454065270700,6.69643,Finance,Neutral,FTSE All-Share
RWI.l,RENEWI PLC ORD GBP1,628,GBX,-1.257861635220130,1556,0.015894110088163300,508540122,GBP,,-0.365,GBP,-146.14995574661800,0.786164,Industrial services,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
PHAR.l,PHAROS ENERGY PLC ORD GBP0.05,23.5,GBX,2.1739130434782600,18501,0.06944011770402090,95028375,GBP,,-0.035,GBP,-145.87155963302800,4.78261,Energy minerals,Buy,FTSE All-Share
CWR.l,CERES POWER HOLDINGS PLC ORD GBP0.10,265.8,GBX,4.893449092344120,828971,1.221632343589850,490385011,GBP,,-0.2803,GBP,-145.6617002629270,0,Electronic technology,Buy,FTSE All-Share
ADIG.l,ABRDN DIVERSIFIED INC & GTH PLC ORD GBP0.01,43.5,GBX,0.6944444444444380,162839,0.29667737157975800,130147000.00000000,GBP,,-0.0231,GBP,-142.07650273224000,13.6806,Miscellaneous,,FTSE All-Share
4BB.l,4BASEBIO PLC ORD EUR1,1390,GBX,0,149,0.18851214574898800,178069102,GBP,,-0.7843,GBP,-140.58282208589000,0,Health technology,,FTSE AIM All-Share
HSS.l,HSS HIRE GRP PLC ORD GBP0.01,6.3291,GBX,-0.9530516431924770,151396,0.17572324969389800,45420561,GBP,,-0.0042,GBP,-139.25233644859800,8.76369,Finance,,FTSE AIM All-Share
CAV.l,CAVENDISH FINANCIAL PLC ORD GBP0.01,9.94,GBX,1.9487179487179400,161117,0.3272993502036210,36353181,GBP,,-0.0136,GBP,-138.0952380952380,0,Finance,,FTSE AIM All-Share
LAND.l,LAND SECURITIES GROUP PLC ORD GBP0.106666666,650.5,GBX,-1.4393939393939400,188577,0.07641278064405680,4895974917,GBP,,-0.4305,GBP,-136.69451073985700,6,Finance,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
SYNT.l,SYNTHOMER PLC ORD GBP0.01,221,GBX,-2.857142857142860,116726,0.16487680287655100,372096025,GBP,,-0.5234,GBP,-135.5208686800140,0,Process industries,Neutral,FTSE All-Share
TND.l,TANDEM GROUP ORD GBP0.25,162.5,GBX,1.5625,4458,1.2198325398128400,8891934,GBP,,-0.1619,GBP,-135.12692558038600,0,Consumer durables,,FTSE AIM All-Share
VEL.l,VELOCITY COMPOSITES PLC ORD GBP0.0025,35.02,GBX,-1.3521126760563300,5703,0.10097022060125300,18981270,GBP,,-0.0553,GBP,-134.3220338983050,0,Electronic technology,Strong buy,FTSE AIM All-Share
MYX.l,MYCELX TECHNOLOGIES CORP COM SHS USD0.025 (DI),38.5,GBX,0,4328,0.11774692029774100,8848464,GBP,,-0.1295,GBP,-134.17721518987300,0,Producer manufacturing,Strong buy,FTSE AIM All-Share
MCG.l,MOBICO GROUP PLC ORD GBP0.05,73.55,GBX,-2.19414893617022,101898,0.05464688063959240,461133186,GBP,,-0.2475,GBP,-134.15326395458800,0,Transportation,Buy,FTSE All-Share
CYN.l,CQS NATURAL RES GROWTH & INCOME PLC ORD GBP0.25,183.9042,GBX,0.2202724795640340,8529,0.05201783329165730,118900000,GBP,,-0.2047,GBP,-134.10529823392200,3.05177,Miscellaneous,,FTSE All-Share
RBG.l,REVOLUTION BARS GROUP PLC ORD GBP0.001,0.948,GBX,2.4864864864864800,31,0.00003934315211496730,13854810,GBP,,-0.0781,GBP,-132.4404761904760,0,Consumer services,,FTSE AIM All-Share
VIP.l,VALUE AND INDEXED PROP INC TST PLC ORD GBP0.10,183,GBX,0,5597,0.18436048618202400,77681300,GBP,,-0.1802,GBP,-132.35188509874300,7.21311,Miscellaneous,Strong buy,FTSE All-Share
OPTI.l,OPTIBIOTIX HEALTH PLC ORD GBP0.02,15.55,GBX,0.3225806451612950,66100,0.2595847037455210,15181190,GBP,,-0.023,GBP,-132.30337078651700,0,Health technology,,FTSE AIM All-Share
JEMI.l,JPMORGAN GBL EMERG MKTS INC TST PLC ORD GBP0.01,134,GBX,-0.37174721189591100,84299,0.17175411934628300,387640000,GBP,,-0.0339,GBP,-132.1937321937320,3.94052,Miscellaneous,,FTSE All-Share
SCF.l,SCHRODER INCOME GROWTH FUND PLC ORD GBP0.10,298.2,GBX,1.0847457627118600,5311,0.0527010399301421,204805000,GBP,,-0.1329,GBP,-131.89344852411800,4.67797,Miscellaneous,,FTSE All-Share
MHC.l,MYHEALTHCHECKED PLC ORD GBP0.015,13.5,GBX,8,92440,0.47712272903465200,7020801,GBP,,-0.0201,GBP,-131.30841121495300,0,Health technology,,FTSE AIM All-Share
PEEL.l,PEEL HUNT LIMITED ORD NPV,130,GBX,1.1673151750972800,1,0.000048845535762259000,149913483,GBP,,-0.0263,GBP,-129.48430493273500,0,Finance,,FTSE AIM All-Share
MERC.l,MERCIA ASSET MANAGEMENT PLC ORD GBP0.00001,32.22,GBX,-2.363636363636370,64209,0.19461035194076900,142278094,GBP,,-0.0171,GBP,-129.3814432989690,2.66667,Finance,Strong buy,FTSE AIM All-Share
INOV.l,SCHRODERS CAP GLB INNV TRUST PLC ORD GBP0.01,9.7599,GBX,-0.8140243902439010,1517626,0.9165025302126320,80920200,GBP,,-0.0374,GBP,-128.59327217125400,0,Miscellaneous,,FTSE All-Share
LORD.l,LORDS GROUP TRADING PLC ORD GBP0.005,40.02,GBX,-1.1851851851851800,5227,0.21551528645350200,67183639,GBP,,-0.0109,GBP,-128.3116883116880,4.93827,Distribution services,Strong buy,FTSE AIM All-Share
DNM.l,DIANOMI PLC ORD GBP0.002,50,GBX,0,908,0.4180478821362800,15013986,GBP,,-0.0214,GBP,-128.3068783068780,0,Commercial services,Neutral,FTSE AIM All-Share
SAR.l,SAREUM HOLDINGS PLC ORD GBP0.0125,26.688,GBX,0.7094339622641470,5627,0.031977695741914100,28605630,GBP,,-0.0614,GBP,-127.40740740740700,0,Miscellaneous,,FTSE AIM All-Share
BCPT.l,BALANCED COMM PROPERTY TRUST ORD GBP0.01,95.2,GBX,0,409074,0.05999506604181210,667875778,GBP,,-0.0686,GBP,-127.34157034675200,5.33613,Finance,Neutral,"FTSE 250, FTSE All-Share, FTSE 350"
STAR.l,STAR ENERGY GROUP PLC ORD GBP0.00002,7.084,GBX,-5.420560747663560,1918,0.0037332555798837900,9702387,GBP,,-0.0509,GBP,-126.51041666666700,0,Energy minerals,Strong buy,FTSE AIM All-Share
AAL.l,ANGLO AMERICAN ORD USD0.54945,2433,GBX,-0.20508613617719400,560723,0.15045741659568700,32610147613,GBP,,-1.0829,GBP,-125.16733289950700,2.66075,Non-energy minerals,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
GEM.l,GEMFIELDS GROUP LTD ORD USD0.00001,11.75,GBX,0,60500,0.12144894818184900,131637037.80303600,GBP,,-0.006888263943440690,GBP,-123.10092998273600,6.05623,Non-energy minerals,Strong buy,FTSE AIM All-Share
VP.l,VP PLC ORD GBP0.05,650.9692,GBX,2.5148346456692900,266,0.01682905225863600,250578960,GBP,,-0.1371,GBP,-121.48229395173900,6.14173,Finance,Strong buy,FTSE All-Share
ZPHR.l,ZEPHYR ENERGY PLC ORD GBP0.001,3.68,GBX,2.222222222222220,524483,0.25929409110174200,63025881,GBP,,-0.002,GBP,-121.27659574468100,0,Energy minerals,Strong buy,FTSE AIM All-Share
FXPO.l,FERREXPO PLC ORD GBP0.10,48.4492,GBX,1.1465553235908100,765791,0.3335611257075460,281674396,GBP,,-0.0784,GBP,-121.25813449023900,0,Non-energy minerals,Buy,FTSE All-Share
EGL.l,ECOFIN GBL UTILITIES & INFR TR PLC ORD GBP0.01,190.5,GBX,-0.78125,70325,0.4281345751924860,212728000,GBP,,-0.0881,GBP,-121.23915139826400,4.21875,Miscellaneous,,FTSE All-Share
IPU.l,INVESCO PERPETUAL UK SMLR CO'S IT ORD GBP0.20,427.75,GBX,-0.7540603248259860,3789,0.10704992555382600,145794000,GBP,,-0.2173,GBP,-120.47103155911400,3.93503,Miscellaneous,,FTSE All-Share
PMG.l,PARKMEAD GROUP(THE)PLC ORD GBP0.015,10.865,GBX,6.000000000000000,36076,0.11190666296911900,11199860,GBP,,-0.2527,GBP,-117.84482758620700,0,Energy minerals,,FTSE AIM All-Share
AGR.l,ASSURA PLC ORD GBP0.10,42.24,GBX,-1.030927835051540,477250,0.05459796052450190,1381530801,GBP,,-0.0097,GBP,-117.32142857142900,7.6851,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
SERE.l,SCHRODER EURPN REAL EST INV TST PLC ORD GBP0.1,71.185,GBX,2.5720461095100800,22170,0.05189460970197470,92812100,GBP,,-0.0187,GBP,-116.49029982363300,7.31354,Finance,,FTSE All-Share
CARR.l,CARR'S GROUP PLC ORD GBP0.025,127.9402,GBX,4.869016393442630,20926,0.5874377149273630,115208354,GBP,,-0.0147,GBP,-116.35150166852100,5.22541,Consumer non-durables,,FTSE All-Share
LDG.l,LOGISTICS DEVELOPMENT GROUP PLC ORD GBP0.01,11.75,GBX,0,79271,0.15348375855626800,61339124,GBP,,-0.0144,GBP,-116.2528216704290,0,Transportation,,FTSE AIM All-Share
PAC.l,PACIFIC ASSETS TRUST ORD GBP0.125,379.60917,GBX,0.4257063492063510,42361,0.2297606824533910,457089000,GBP,,-0.0501,GBP,-116.2240932642490,1.0582,Miscellaneous,,FTSE All-Share
QTX.l,QUARTIX TECHNOLOGIES PLC ORD GBP0.01,156.5,GBX,-0.6349206349206350,8393,0.3809995051954480,75733767,GBP,,-0.0171,GBP,-116.17786187322600,1.91693,Distribution services,,FTSE AIM All-Share
GROW.l,MOLTEN VENTURES PLC ORD GBP0.01,403.5,GBX,-1.3447432762836200,28846,0.051358180489660000,758171109,GBP,,-0.3038,GBP,-115.34653465346500,0,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
DFS.l,DFS FURNITURE PLC ORD GBP0.10,121,GBX,-0.4934210526315740,52862,0.43457458352789500,280237207,GBP,,-0.0186,GBP,-115.15892420537900,3.37171,Consumer durables,Buy,FTSE All-Share
SUPR.l,SUPERMARKET INCOME REIT PLC ORD GBP0.01,74.3603,GBX,-1.116622340425540,851455,0.20570814089203500,937169503,GBP,,-0.017,GBP,-115.03094606542900,8.05851,Finance,Neutral,"FTSE 250, FTSE All-Share, FTSE 350"
FIPP.l,FRONTIER IP GROUP PLC ORD GBP0.1,33,GBX,-1.4925373134328400,18095,0.40076365464560300,18815928,GBP,,-0.0371,GBP,-114.85188150520400,0,Commercial services,,FTSE AIM All-Share
SHRS.l,SHIRES INCOME PLC ORD GBP0.50,246.712,GBX,-0.11659919028340500,8115,0.1666180740059380,102183000,GBP,,-0.0428,GBP,-114.5133943709730,5.82996,Miscellaneous,,FTSE All-Share
IGE.l,IMAGE SCAN HLDGS ORD GBP0.01,2.7,GBX,-3.5714285714285600,100000,0.15174601238035000,3831928,GBP,,-0.0001,GBP,-114.2857142857140,0,Electronic technology,,FTSE AIM All-Share
MRCH.l,MERCHANTS TRUST PLC (THE) ORD GBP0.25,585.6509,GBX,-0.9050930626057570,69185,0.31472762424656000,877192000,GBP,,-0.2075,GBP,-114.13584031609800,4.80541,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
CNE.l,CAPRICORN ENERGY PLC ORD GBP0.06549180,199,GBX,0.3024193548387070,22437,0.16475225481564600,138909045,GBP,,-0.8629,GBP,-113.94811282631500,0,Energy minerals,Neutral,FTSE All-Share
EBOX.l,TRITAX EUROBOX PLC ORD EUR0.01 (GBP),71.3,GBX,-0.2797202797202840,796202,0.15048984017516400,576864850,GBP,,-0.0242,GBP,-112.68343815513600,5.97524,Miscellaneous,Neutral,"FTSE 250, FTSE All-Share, FTSE 350"
FGP.l,FIRSTGROUP ORD GBP0.05,147.5,GBX,-1.4696058784235100,67286,0.04090871755250040,899781322,GBP,,-0.024,GBP,-112.26366888094000,3.67401,Transportation,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
FAS.l,FIDELITY ASIAN VALUES PLC ORD GBP0.25,518,GBX,1.5686274509803900,22553,0.21636561788870600,359863000,GBP,,-0.081,GBP,-111.34294916678300,2.84314,Miscellaneous,,FTSE All-Share
API.l,ABRDN PROPERTY INCOME TRUST LIMITED ORD GBP0.01,61.0802,GBX,-0.6826016260162640,896026,0.179752734017928,234449666,GBP,,-0.0217,GBP,-110.07428040854200,6.50406,Finance,,FTSE All-Share
NAIT.l,NORTH AMERICAN INCOME TST (THE) PLC ORD GBP0.05,306,GBX,-0.6493506493506490,60989,0.19255644578984600,397375000,GBP,,-0.0641,GBP,-109.69009826152700,3.7987,Miscellaneous,,FTSE All-Share
JUP.l,JUPITER FUND MANAGEMENT PLC ORD GBP0.02,87.139,GBX,-1.7598647125141000,58921,0.08709980889218960,474349412,GBP,,-0.0194,GBP,-109.2557251908400,7.44081,Miscellaneous,Neutral,"FTSE 250, FTSE All-Share, FTSE 350"
GSF.l,GORE STREET ENERGY STORAGE FUND PLC ORD GBP0.01,58.344,GBX,1.4678260869565200,300205,0.2671775291242690,290433000,GBP,,-0.0116,GBP,-108.25035561877700,13.0435,Miscellaneous,Neutral,FTSE All-Share
WBI.l,WOODBOIS LTD ORD GBP0.0001,0.44,GBX,4.761904761904770,5515193,0.10580072936412800,19029573,GBP,,-0.0021,GBP,-107.83582089552200,0,Non-energy minerals,,FTSE AIM All-Share
FSFL.l,FORESIGHT SOLAR FUND LTD ORD NPV,94.012,GBX,-0.6215644820295920,29530,0.053824069839692500,542838000,GBP,,-0.0147,GBP,-107.58905524006200,7.98097,Miscellaneous,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
PPS.l,PROTON MOTOR POWER SYSTEMS PLC ORD GBP0.005,0.732,GBX,22.000000000000000,266569,0.2832849960621360,9970506,GBP,,-0.0092,GBP,-107.58450123660300,0,Electronic technology,,FTSE AIM All-Share
FGEN.l,FORESIGHT ENVIRONMENTAL INFRASTRUCT ORD NPV,91.1948,GBX,0.21406593406593500,72363,0.060051355223894500,597593000,GBP,,-0.0211,GBP,-106.89092096668800,8.31868,Finance,Buy,"FTSE 250, FTSE 350"
MAC.l,MARECHALE CAPITAL PLC ORD GBP0.008,1.4212,GBX,-1.9862068965517200,140727,0.6066723744144600,1536148,GBP,,-0.0018,GBP,-106.66666666666700,0,Finance,,FTSE AIM All-Share
TPK.l,TRAVIS PERKINS ORD GBP0.11205105,927,GBX,-0.9086050240513090,14695,0.026568341204396500,1983278317,GBP,,-0.0829,GBP,-105.65947569634100,1.9241,Retail trade,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
LIO.l,LIONTRUST ASSET MANAGEMENT PLC ORD GBP0.01,579.8998,GBX,-1.5450254668930300,13407,0.0897376343855713,378604061,GBP,,-0.0546,GBP,-105.61381863047500,12.2241,Finance,Buy,FTSE All-Share
PHP.l,PRIMARY HEALTH PROPERTIES PLC ORD GBP0.125,101.2,GBX,-1.0752688172043000,273425,0.0763081890233869,1367233134,GBP,,-0.0064,GBP,-105.56521739130400,6.31965,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
AAU.l,ARIANA RESOURCES ORD GBP0.001,2.024,GBX,-0.04938271604937730,34322,0.024200692147410600,37142173,GBP,,-0.0002,GBP,-105.55555555555600,0,Non-energy minerals,Strong buy,FTSE AIM All-Share
PXEN.l,PROSPEX ENERGY PLC ORD GBP0.001,5.868,GBX,-0.5423728813559330,114475,0.07218338811641050,23749857,GBP,,-0.0019,GBP,-105.16304347826100,0,Energy minerals,Strong buy,FTSE AIM All-Share
SQZ.l,SERICA ENERGY PLC ORD USD0.10,135,GBX,-0.7352941176470590,225044,0.11822592812848700,531022357.00000000,GBP,,-0.0271,GBP,-103.94583576004700,16.9118,Energy minerals,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
GLEN.l,GLENCORE PLC ORD USD0.01,429.072,GBX,0.47348085704249900,5592391,0.14442129982906700,52012018997,GBP,,-0.034,GBP,-103.73790677220800,2.37595,Distribution services,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
HAS.l,HAYS PLC ORD GBP0.01,93.4,GBX,-1.4767932489451400,90104,0.04158649544744980,1503040135,GBP,,-0.0031,GBP,-103.40285400658600,5.52743,Commercial services,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
PCTN.l,PICTON PROPERTY INCOME LIMITED ORD NPV,73.66,GBX,-1.786666666666670,218941,0.2541313862784070,409598465,GBP,,-0.0088,GBP,-103.27624720774400,4.73333,Finance,Strong buy,FTSE All-Share
PFC.l,PETROFAC ORD USD0.02,15.3999,GBX,-21.348825331971400,28390587,6.053800004068490,100738076,GBP,,-0.7819,GBP,-103.24928515726500,0,Industrial services,Neutral,FTSE All-Share
STJ.l,ST JAMES'S PLACE PLC ORD GBP0.15,731,GBX,-1.0825439783491200,64466,0.03312713448693690,3989093873,GBP,,-0.0163,GBP,-102.39988221437000,1.89445,Finance,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
FSV.l,FIDELITY SPECIAL VALUES PLC ORD GBP0.05,315.8544,GBX,-0.674716981132076,48016,0.11802638141330300,1030630000.0000000,GBP,,-0.0096,GBP,-102.00417536534400,2.99057,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
TM17.l,TEAM17 GROUP PLC ORD GBP0.01,259.99999,GBX,2.9702930693069400,49297,0.1274935163144740,362998354,GBP,,-0.0022,GBP,-101.36476426799000,0,Technology services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
CREI.l,CUSTODIAN PROPERTY INCOME REIT PLC ORD GBP0.01,86.289,GBX,-0.5887096774193500,10807,0.02198514441393830,382658137,GBP,,-0.0034,GBP,-101.19172800560800,6.33641,Finance,,FTSE All-Share
AEI.l,ABRDN EQUITY INCOME TRUST PLC ORD GBP0.25,324.5,GBX,1.7241379310344800,19266,0.42267518774228800,152423000,GBP,,-0.0047,GBP,-101.18836915297100,7.14734,Miscellaneous,,FTSE All-Share
GRI.l,GRAINGER PLC ORD GBP0.05,245,GBX,-1.8036072144288600,84631,0.037259991672844700,1846598085,GBP,,-0.0017,GBP,-100.83620265617300,2.76954,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
SGRO.l,SEGRO PLC ORD GBP0.10,869.2,GBX,-1.2721490231712800,95393,0.03719283298440080,11900267363,GBP,,-0.0192,GBP,-100.56734235565300,3.20309,Finance,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
BLND.l,BRITISH LAND CO PLC ORD GBP0.25,436.8,GBX,-1.930848675347990,501023,0.0859953006497994,4132764218.0000000,GBP,,-0.0011,GBP,-100.10678574895600,5.11899,Finance,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
CLX.l,CALNEX SOLUTIONS PLC ORD GBP0.00125,51.8,GBX,-0.3846153846153900,1000,0.03195051504230250,45530316,GBP,1295,0.0004,GBP,-99.20000000000000,1.78846,Electronic technology,Strong buy,FTSE AIM All-Share
AGFX.l,ARGENTEX GROUP PLC ORD GBP0.0001,33,GBX,2.3255813953488400,20782,0.050509469492591500,38838369,GBP,165,0.002,GBP,-97.0193740685544,9.30233,Finance,Strong buy,FTSE AIM All-Share
ENQ.l,ENQUEST PLC ORD GBP0.05,10.54,GBX,-0.7532956685499070,769035,0.22557882975968000,198838399,GBP,12.25581395348840,0.0086,GBP,-96.76813228109730,0,Energy minerals,Buy,FTSE All-Share
SREI.l,SCHRODER REAL ESTATE INV TRUST LTD ORD SHS NPV,52.639,GBX,-1.4250936329587900,57918,0.013975590855275600,261185032.00000000,GBP,84.90161290322580,0.0062,GBP,-96.59340659340660,6.29401,Finance,,FTSE All-Share
AAF.l,AIRTEL AFRICA PLC ORD USD0.5,114.9,GBX,-1.626712328767120,1013443,0.2770624598701600,4310520191,GBP,441.9230769230770,0.0026,GBP,-96.56084656084660,4.06789,Communications,Buy,"FTSE 100, FTSE All-Share, FTSE 350"
CAL.l,CAPITAL & REGIONAL ORD GBP0.1,63.6,GBX,-0.6249999999999980,82111,0.6019316411619170,148851491,GBP,72.27272727272730,0.0088,GBP,-96.43724696356280,8.90625,Finance,Strong buy,FTSE All-Share
AXL.l,ARROW EXPLORATION CORP COM SHS NPV (CDI),27.56,GBX,2.0740740740740700,117908,0.13495324227488000,78248231.90981830,GBP,317.9061904110210,0.0008669224076564110,GBP,-96.08948463193490,0,Energy minerals,Strong buy,FTSE AIM All-Share
TPT.l,TOPPS TILES PLC ORD GBP0.03333,44.95,GBX,2.159090909090920,14480,0.0860022438983249,86539995,GBP,179.8,0.0025,GBP,-95.87458745874590,8.18182,Retail trade,Buy,FTSE All-Share
BWNG.l,BROWN(N.)GROUP ORD GBP0.1105263,24.425,GBX,-1.907630522088350,4158,0.024444214516500700,114437673,GBP,143.66508800331300,0.0017,GBP,-95.17045454545460,0,Retail trade,,FTSE AIM All-Share
AIEA.l,AIREA PLC ORD GBP0.25,27,GBX,1.8867924528301900,3000,0.13863728788495000,11165675,GBP,158.82352941176500,0.0017,GBP,-94.5859872611465,2.03704,Consumer durables,,FTSE AIM All-Share
FGT.l,FINSBURY GROWTH & INCOME TRUST ORD GBP0.25,861.96,GBX,-1.1513761467889900,28097,0.043115248161651900,1466210000,GBP,312.304347826087,0.0276,GBP,-94.32215593499280,2.2133,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
PIN.l,PANTHEON INTERNATIONAL PLC ORD GBP0.067,326,GBX,-0.6097560975609760,80264,0.11691747706814200,1519510000,GBP,50.9375,0.064,GBP,-93.96567980388460,0,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
TLW.l,TULLOW OIL PLC ORD GBP0.10,22.5,GBX,0,1689844,0.3973059044378840,328091108,GBP,72.58064516129030,0.0031,GBP,-93.62139917695470,0,Energy minerals,Buy,FTSE All-Share
CHG.l,CHEMRING GROUP ORD GBP0.01,368,GBX,-0.6747638326585700,87911,0.08352435912576610,1004081098,GBP,337.61467889908300,0.0109,GBP,-93.26744904261890,1.94332,Electronic technology,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
ICGT.l,ICG ENTERPRISE TRUST PLC ORD GBP0.10,1188.893,GBX,-0.7601836393989960,8044,0.03822668844441040,779981000,GBP,46.24243485025280,0.2571,GBP,-92.20956305678440,2.75459,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
HICL.l,HICL INFRASTRUCTURE PLC ORD GBP0.0001,131.5985,GBX,-0.1528831562974280,648475,0.13731765983984200,2660250000,GBP,87.73233333333330,0.015,GBP,-92.12184873949580,6.25948,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
RCDO.l,RICARDO ORD GBP0.25,453.036,GBX,1.8058426966292100,10589,0.02525559694461900,276789839,GBP,404.4964285714290,0.0112,GBP,-91.89580318379160,2.78876,Commercial services,Buy,FTSE All-Share
IDS.l,INTL DISTRIBUTION SVCS PLC ORD GBP0.01,343.062,GBX,0.018075801749274600,79008,0.0892091260050677,3285694705,GBP,61.04306049822060,0.0562,GBP,-90.84988603060890,0.58309,Transportation,Neutral,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
UKW.l,GREENCOAT UK WIND PLC ORD GBP0.01,139.6163,GBX,0.2270638908829750,590707,0.1875333008939810,3162330000,GBP,40.46849275362320,0.0345,GBP,-90.43526476296090,7.62383,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
SHED.l,URBAN LOGISTICS REIT PLC ORD GBP0.01,126,GBX,-1.0989010989011000,125996,0.1115790594171160,601296630,GBP,24.045801526717600,0.0524,GBP,-89.27548096602540,5.96546,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
HBR.l,HARBOUR ENERGY PLC ORD GBP0.00002,265.1474,GBX,-0.7681886227544850,64401,0.04277747436945060,3831706939,GBP,27.055857142857100,0.098,GBP,-88.14707305273340,7.68058,Energy minerals,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
